Topic ID,Topic Probability,Topic Words
2,0.69481015,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
0,0.6870157,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.40104777,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
1,0.5263499,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
3,0.57926816,"[('x', 0.123805344), ('self', 0.04888734), ('out', 0.04556644), ('b', 0.02374696), ('output', 0.023021888), ('layer', 0.020527296), ('input', 0.018820403)]"
7,0.5920122,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
4,0.8310522,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
7,0.95773137,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
7,0.89446735,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
1,0.79864067,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
0,0.9524901,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
4,0.75230575,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
4,0.62756354,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
6,0.6810755,"[('i', 0.036688775), ('in', 0.02817), ('for', 0.022129506), ('np', 0.019344637), ('if', 0.015665652), ('module', 0.015087317), ('r', 0.014707237)]"
1,0.5075783,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
7,0.6917021,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
4,0.9820047,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
4,0.9789627,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
0,0.90469736,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
1,0.717842,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
6,0.41246006,"[('i', 0.036688775), ('in', 0.02817), ('for', 0.022129506), ('np', 0.019344637), ('if', 0.015665652), ('module', 0.015087317), ('r', 0.014707237)]"
0,0.78784215,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.994422,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.97014046,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
2,0.76040924,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
0,0.9057857,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
4,0.8895329,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
4,0.45678395,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
4,0.9981751,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
4,0.5101318,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
4,0.9328226,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
7,0.50277257,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
4,0.8216882,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
4,0.50986683,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
5,0.4631996,"[('tensor', 0.026480533), ('image', 0.025498932), ('box', 0.022491911), ('torch', 0.019646883), ('mask', 0.018240683), ('w', 0.016824517), ('to', 0.01464937)]"
4,0.38613972,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
1,0.99949384,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
1,0.82617044,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
1,0.9968714,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
0,0.8201349,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.695736,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.999158,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.9220545,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.5685257,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.75198704,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
2,0.7537503,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
1,0.3753452,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
1,0.90472734,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
5,0.28732187,"[('tensor', 0.026480533), ('image', 0.025498932), ('box', 0.022491911), ('torch', 0.019646883), ('mask', 0.018240683), ('w', 0.016824517), ('to', 0.01464937)]"
0,0.93115366,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.5600753,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
2,0.8400838,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
2,0.5647657,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
2,0.82398105,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
2,0.8212785,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
2,0.49704546,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
2,0.4942704,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
2,0.57220864,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
0,0.99777615,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.9972712,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
6,0.92634416,"[('i', 0.036688775), ('in', 0.02817), ('for', 0.022129506), ('np', 0.019344637), ('if', 0.015665652), ('module', 0.015087317), ('r', 0.014707237)]"
6,0.5975689,"[('i', 0.036688775), ('in', 0.02817), ('for', 0.022129506), ('np', 0.019344637), ('if', 0.015665652), ('module', 0.015087317), ('r', 0.014707237)]"
6,0.54863924,"[('i', 0.036688775), ('in', 0.02817), ('for', 0.022129506), ('np', 0.019344637), ('if', 0.015665652), ('module', 0.015087317), ('r', 0.014707237)]"
6,0.6691485,"[('i', 0.036688775), ('in', 0.02817), ('for', 0.022129506), ('np', 0.019344637), ('if', 0.015665652), ('module', 0.015087317), ('r', 0.014707237)]"
1,0.57035476,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
1,0.32722744,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
5,0.7139786,"[('tensor', 0.026480533), ('image', 0.025498932), ('box', 0.022491911), ('torch', 0.019646883), ('mask', 0.018240683), ('w', 0.016824517), ('to', 0.01464937)]"
0,0.778172,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
4,0.5309036,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
4,0.96157444,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
7,0.84601355,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
7,0.7284628,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
1,0.5964297,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
6,0.61706346,"[('i', 0.036688775), ('in', 0.02817), ('for', 0.022129506), ('np', 0.019344637), ('if', 0.015665652), ('module', 0.015087317), ('r', 0.014707237)]"
6,0.6166882,"[('i', 0.036688775), ('in', 0.02817), ('for', 0.022129506), ('np', 0.019344637), ('if', 0.015665652), ('module', 0.015087317), ('r', 0.014707237)]"
4,0.475916,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
6,0.37585068,"[('i', 0.036688775), ('in', 0.02817), ('for', 0.022129506), ('np', 0.019344637), ('if', 0.015665652), ('module', 0.015087317), ('r', 0.014707237)]"
3,0.48345798,"[('x', 0.123805344), ('self', 0.04888734), ('out', 0.04556644), ('b', 0.02374696), ('output', 0.023021888), ('layer', 0.020527296), ('input', 0.018820403)]"
7,0.9872681,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
4,0.99387264,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
5,0.463544,"[('tensor', 0.026480533), ('image', 0.025498932), ('box', 0.022491911), ('torch', 0.019646883), ('mask', 0.018240683), ('w', 0.016824517), ('to', 0.01464937)]"
2,0.3979832,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
2,0.44171828,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
1,0.8041769,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
7,0.6171078,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
7,0.63971215,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
4,0.9817106,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
4,0.99592525,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
7,0.94960195,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
4,0.40201998,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
0,0.9937858,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
4,0.9810014,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
4,0.7532018,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
3,0.6170226,"[('x', 0.123805344), ('self', 0.04888734), ('out', 0.04556644), ('b', 0.02374696), ('output', 0.023021888), ('layer', 0.020527296), ('input', 0.018820403)]"
1,0.56443155,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
0,0.9515869,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
7,0.9521487,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
6,0.43355906,"[('i', 0.036688775), ('in', 0.02817), ('for', 0.022129506), ('np', 0.019344637), ('if', 0.015665652), ('module', 0.015087317), ('r', 0.014707237)]"
7,0.938132,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
3,0.52356905,"[('x', 0.123805344), ('self', 0.04888734), ('out', 0.04556644), ('b', 0.02374696), ('output', 0.023021888), ('layer', 0.020527296), ('input', 0.018820403)]"
4,0.96732444,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
4,0.6664626,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
7,0.9858027,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
2,0.8071585,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
2,0.99931324,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
2,0.8223712,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
2,0.76414156,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
7,0.9918806,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
7,0.9109103,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
1,0.81444377,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
7,0.4740874,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
7,0.8645921,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
3,0.82588273,"[('x', 0.123805344), ('self', 0.04888734), ('out', 0.04556644), ('b', 0.02374696), ('output', 0.023021888), ('layer', 0.020527296), ('input', 0.018820403)]"
4,0.517118,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
7,0.7269692,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
1,0.50433904,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
4,0.91093236,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
4,0.71059185,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
4,0.7240091,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
1,0.52689445,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
4,0.9134365,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
1,0.5206167,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
6,0.41633677,"[('i', 0.036688775), ('in', 0.02817), ('for', 0.022129506), ('np', 0.019344637), ('if', 0.015665652), ('module', 0.015087317), ('r', 0.014707237)]"
6,0.37691903,"[('i', 0.036688775), ('in', 0.02817), ('for', 0.022129506), ('np', 0.019344637), ('if', 0.015665652), ('module', 0.015087317), ('r', 0.014707237)]"
4,0.60694253,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
5,0.4502118,"[('tensor', 0.026480533), ('image', 0.025498932), ('box', 0.022491911), ('torch', 0.019646883), ('mask', 0.018240683), ('w', 0.016824517), ('to', 0.01464937)]"
4,0.6943721,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
2,0.5343308,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
1,0.42593175,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
0,0.5508477,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
2,0.504174,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
4,0.9610458,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
1,0.46809664,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
2,0.848641,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
7,0.3354772,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
5,0.30986673,"[('tensor', 0.026480533), ('image', 0.025498932), ('box', 0.022491911), ('torch', 0.019646883), ('mask', 0.018240683), ('w', 0.016824517), ('to', 0.01464937)]"
3,0.39066562,"[('x', 0.123805344), ('self', 0.04888734), ('out', 0.04556644), ('b', 0.02374696), ('output', 0.023021888), ('layer', 0.020527296), ('input', 0.018820403)]"
7,0.81161565,"[('model', 0.037474528), ('args', 0.02895278), ('train', 0.021727), ('data', 0.017155096), ('epoch', 0.01670975), ('size', 0.016656863), ('batch', 0.016275274)]"
1,0.463545,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
2,0.2696485,"[('m', 0.019415414), ('data', 0.016313631), ('if', 0.016071487), ('self', 0.01216583), ('state', 0.011625051), ('plt', 0.01148766), ('torch', 0.010969828)]"
1,0.8070251,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
1,0.99893796,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
0,0.5628993,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.82154006,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
1,0.37568185,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
0,0.9947593,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.99446034,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
3,0.49949953,"[('x', 0.123805344), ('self', 0.04888734), ('out', 0.04556644), ('b', 0.02374696), ('output', 0.023021888), ('layer', 0.020527296), ('input', 0.018820403)]"
0,0.97194684,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
1,0.5888748,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
1,0.785454,"[('image', 0.036314674), ('path', 0.03450716), ('img', 0.029520126), ('file', 0.016365277), ('name', 0.015994562), ('config', 0.015348634), ('if', 0.013734428)]"
0,0.8548154,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
0,0.46527973,"[('self', 0.19366688), ('nn', 0.06379178), ('d', 0.042227447), ('size', 0.041435305), ('conv', 0.038202766), ('channel', 0.020433525), ('init', 0.020123621)]"
4,0.43686846,"[('loss', 0.06707748), ('batch', 0.028360616), ('label', 0.025899958), ('data', 0.025862304), ('train', 0.025534216), ('target', 0.021247664), ('test', 0.020809054)]"
